name,image_url,category,price,stock,description
Striped Palazzo Pants,https://assets.ajio.com/medias/sys_master/root/20220526/86AY/628e9b05aeb26921afd9b00b/-286Wx359H-464387997-green-MODEL.jpg,Women,"1,998",100,Striped Palazzo Pants
Sleeveless Woven Crop Top,https://assets.ajio.com/medias/sys_master/root/20220526/1MBs/628e948df997dd03e228d8b3/-286Wx359H-464387070-blue-MODEL.jpg,Women,"1,298",100,Sleeveless Woven Crop Top
Lace Top with Skirt Set,https://assets.ajio.com/medias/sys_master/root/20220506/bEoi/6274fdddaeb26921af58e9b7/-286Wx359H-464291509-black-MODEL.jpg,Women,"3,698",100,Lace Top with Skirt Set
Tie & Dye Cotton Hipster Panties,https://assets.ajio.com/medias/sys_master/root/20220425/rGby/6266b8bfaeb26921af4081a9/-286Wx359H-464224815-purple-MODEL.jpg,Women,499,100,Tie & Dye Cotton Hipster Panties
Floral Print Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220512/NWzV/627d0ddaf997dd03e2b1f1d9/-286Wx359H-464303749-blue-MODEL.jpg,Women,"3,499",100,Floral Print Traditional Saree
Flared Dress with Tie-Up,https://assets.ajio.com/medias/sys_master/root/20210210/vk9W/6023d4f87cdb8c1f143c4bce/-286Wx359H-441090502-blue-MODEL.jpg,Women,"2,699",100,Flared Dress with Tie-Up
Shirt with Front Tie-Up,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f17373b7cdb8c721b811306/-286Wx359H-441043666-beige-MODEL.jpg,Women,"2,199",100,Shirt with Front Tie-Up
Floral Print Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20220601/JTTN/62972bc1aeb26921af03fb8f/-286Wx359H-441095211-indigo-MODEL.jpg,Women,"3,499",100,Floral Print Fit & Flare Dress
Printed Flared Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/B3it/62972d3eaeb26921af041c87/-286Wx359H-441095011-wine-MODEL.jpg,Women,"2,799",100,Printed Flared Kurta
Floral Print Button-Down Top,https://assets.ajio.com/medias/sys_master/root/20210728/s8p2/6101759ef997ddb3123d5cea/-286Wx359H-441043612-offwhite-MODEL.jpg,Women,"1,799",100,Floral Print Button-Down Top
Floral Print Round-Neck Top,https://assets.ajio.com/medias/sys_master/root/20220601/zaGS/629710e5f997dd03e256bd00/-286Wx359H-441091626-white-MODEL.jpg,Women,"1,799",100,Floral Print Round-Neck Top
Striped Top with Ruffled Neckline,https://assets.ajio.com/medias/sys_master/root/hcb/h2a/15814618415134/-286Wx359H-441043562-bluemelange-MODEL.jpg,Women,"1,999",100,Striped Top with Ruffled Neckline
Panelled Shirt Dress with Waist Tie-Up,https://assets.ajio.com/medias/sys_master/root/20210205/TIAX/601d437daeb26969815e9753/-286Wx359H-441088364-navy-MODEL.jpg,Women,"3,499",100,Panelled Shirt Dress with Waist Tie-Up
Sports Bra with Back Cut-Out,https://assets.ajio.com/medias/sys_master/root/20200910/yxoP/5f5929ad7cdb8c766298368f/-286Wx359H-460712257-blue-MODEL.jpg,Women,"1,399",100,Sports Bra with Back Cut-Out
Embroidered Shift Dress,https://assets.ajio.com/medias/sys_master/root/20210112/quhS/5ffc9daf7cdb8c1f1425c5a8/-286Wx359H-441048797-navy-MODEL.jpg,Women,"1,999",100,Embroidered Shift Dress
Striped Shift Dress with Raglan Sleeves,https://assets.ajio.com/medias/sys_master/root/20201228/0BA4/5fe9f7a7aeb2694fd3019108/-286Wx359H-441048825-assorted-MODEL.jpg,Women,"2,499",100,Striped Shift Dress with Raglan Sleeves
Ribbed Tank Top,https://assets.ajio.com/medias/sys_master/root/20201214/l30O/5fd75d24aeb269d5633a560c/-286Wx359H-440919138-inkblue-MODEL.jpg,Women,799,100,Ribbed Tank Top
Racer-Back Tank Top,https://assets.ajio.com/medias/sys_master/root/20200915/K4yU/5f60dd787cdb8c21e3612cbc/-286Wx359H-460712259-white-MODEL.jpg,Women,949,100,Racer-Back Tank Top
Floral Print Bomber Jacket with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20200915/h1Jt/5f60da6f7cdb8c21e36120a8/-286Wx359H-460712287-aqua-MODEL.jpg,Women,"2,299",100,Floral Print Bomber Jacket with Insert Pockets
Button-Down Peplum Top,https://assets.ajio.com/medias/sys_master/root/20220525/XEgA/628e035daeb26921afd5ed61/-286Wx359H-441090494-white-MODEL.jpg,Women,"1,699",100,Button-Down Peplum Top
Woven Shift Dress with Insert Pocket,https://assets.ajio.com/medias/sys_master/root/20201125/3ihk/5fbd5b93f997dd8c83a6a737/-286Wx359H-441088421-teal-MODEL.jpg,Women,"1,999",100,Woven Shift Dress with Insert Pocket
Floral Print A-line Dress,https://assets.ajio.com/medias/sys_master/root/20220601/vYLB/62971077f997dd03e256bb3a/-286Wx359H-441095212-darkgrey-MODEL.jpg,Women,"3,499",100,Floral Print A-line Dress
Front-Open Shrug with Shawl Collar,https://assets.ajio.com/medias/sys_master/root/h5c/h4d/13634456125470/-286Wx359H-440875360-offwhite-MODEL.jpg,Women,999,100,Front-Open Shrug with Shawl Collar
V-neck Mini Shift Dress,https://assets.ajio.com/medias/sys_master/root/20210210/CzrE/6023d6dbaeb269698162639f/-286Wx359H-441088314-green-MODEL.jpg,Women,"2,299",100,V-neck Mini Shift Dress
Mid-Calf Length Pants with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20200829/O0kJ/5f4953baf997dd6918b001e7/-286Wx359H-441026485-natural-MODEL.jpg,Women,899,100,Mid-Calf Length Pants with Insert Pockets
Straight Kurta with Roll-Up Sleeve Tabs,https://assets.ajio.com/medias/sys_master/root/hb7/he5/15766002139166/-286Wx359H-441026285-yellow-MODEL.jpg,Women,899,100,Straight Kurta with Roll-Up Sleeve Tabs
Gigi Houndstooth Print Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20220423/Y28i/6262fdacf997dd03e27b5b62/-286Wx359H-441297184-black-MODEL.jpg,Women,"1,799",100,Gigi Houndstooth Print Fit & Flare Dress
Printed Mandarin Collared Top,https://assets.ajio.com/medias/sys_master/root/20220507/UUvf/62756bf5f997dd03e2998c1c/-286Wx359H-441139559-offwhite-MODEL.jpg,Women,599,100,Printed Mandarin Collared Top
Octavia V-neck Top,https://assets.ajio.com/medias/sys_master/root/20220528/Plcb/62913389aeb26921afed1d98/-286Wx359H-441297415-darknavy-MODEL.jpg,Women,"1,299",100,Octavia V-neck Top
Floral Print Round-Neck Top,https://assets.ajio.com/medias/sys_master/root/20210622/Q36o/60d1ad88f997ddb312e7434d/-286Wx359H-462006936-blue-MODEL.jpg,Women,"1,799",100,Floral Print Round-Neck Top
Scallop Print Round-Neck A-line Kurta Set,https://assets.ajio.com/medias/sys_master/root/20210626/YPOc/60d65b76f997ddb312f2f0c9/-286Wx359H-462557151-navy-MODEL.jpg,Women,"3,599",100,Scallop Print Round-Neck A-line Kurta Set
Floral Embroidered Unstitched Dress Material,https://assets.ajio.com/medias/sys_master/root/20210616/T9PH/60c9316cf997ddb312cc4cb5/-286Wx359H-462517523-white-MODEL.jpg,Women,"2,428",100,Floral Embroidered Unstitched Dress Material
Floral Pattern A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/UDRt/6296fd5ef997dd03e2566295/-286Wx359H-441095209-rust-MODEL.jpg,Women,"2,999",100,Floral Pattern A-line Kurta
Geometric Printed Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20211229/rml0/61cb6968aeb269011020eeae/-286Wx359H-463259434-burgundy-MODEL.jpg,Women,"1,599",100,Geometric Printed Traditional Saree
Digital Printed Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20211229/YXG8/61cb62b1aeb269011020a215/-286Wx359H-463259434-blue-MODEL.jpg,Women,"1,599",100,Digital Printed Traditional Saree
Polka-Dot Print Silk Saree ,https://assets.ajio.com/medias/sys_master/root/20220502/dQpS/626fc984f997dd03e28d7894/-286Wx359H-464266267-green-MODEL.jpg,Women,"2,189",100,Polka-Dot Print Silk Saree 
Polka-Dot Print Silk Saree ,https://assets.ajio.com/medias/sys_master/root/20220502/PjXR/626fc6b9f997dd03e28d3ba2/-286Wx359H-464266267-red-MODEL.jpg,Women,"2,189",100,Polka-Dot Print Silk Saree 
Geometric Print Georgette Saree,https://assets.ajio.com/medias/sys_master/root/20220523/vOPp/628b5004f997dd03e21288c4/-286Wx359H-463945065-red-MODEL.jpg,Women,"3,311",100,Geometric Print Georgette Saree
Polka-dot Printed Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220503/nEdv/627033adaeb26921af4f6fb4/-286Wx359H-464266267-grey-MODEL.jpg,Women,"2,189",100,Polka-dot Printed Saree with Blouse Piece
Saree with Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20210627/INy3/60d8f08daeb269a9e319ef2f/-286Wx359H-461057967-grey-MODEL.jpg,Women,"4,299",100,Saree with Woven Motifs
Solid  Skinny Ripped Jeans,https://assets.ajio.com/medias/sys_master/root/20211029/CorW/617c38e7aeb2690110b1cc48/-286Wx359H-463249270-blue-MODEL.jpg,Women,"1,499",100,Solid  Skinny Ripped Jeans
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/yztF/628b5aa0f997dd03e213655c/-286Wx359H-464275694-green-MODEL.jpg,Women,"2,599",100,Floral Woven Traditional Saree
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/Gbb0/628b5a8cf997dd03e21363bd/-286Wx359H-464275608-peach-MODEL.jpg,Women,"2,599",100,Floral Woven Traditional Saree
Embellished Silk Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220526/Ts87/628e9c3af997dd03e2298f9e/-286Wx359H-464385900-green-MODEL.jpg,Women,"3,549",100,Embellished Silk Saree with Lace Border
Silk Blend Woven Design Saree ,https://assets.ajio.com/medias/sys_master/root/20220502/0NBl/626fcb82f997dd03e28da21a/-286Wx359H-464265642-green-MODEL.jpg,Women,"2,599",100,Silk Blend Woven Design Saree 
Woven Silk Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/DxK0/628b5ad7aeb26921afc5f01b/-286Wx359H-464275443-pink-MODEL.jpg,Women,"2,599",100,Woven Silk Traditional Saree
Cotton Blend Woven Design Saree ,https://assets.ajio.com/medias/sys_master/root/20220502/hDpl/626fc708aeb26921af4e3bdf/-286Wx359H-464265664-pink-MODEL.jpg,Women,"2,599",100,Cotton Blend Woven Design Saree 
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/fFne/628b5369aeb26921afc55b47/-286Wx359H-464275625-green-MODEL.jpg,Women,"2,599",100,Floral Woven Traditional Saree
Floral Print Silk Saree,https://assets.ajio.com/medias/sys_master/root/20220513/FqjY/627d7979aeb26921af72f47c/-286Wx359H-464325348-grey-MODEL.jpg,Women,"2,849",100,Floral Print Silk Saree
Silk Blend Woven Design Saree,https://assets.ajio.com/medias/sys_master/root/20220502/p1vs/626fc482f997dd03e28d0749/-286Wx359H-464265617-grey-MODEL.jpg,Women,"2,599",100,Silk Blend Woven Design Saree
Woven Silk Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/k7Es/628b5eb7f997dd03e213ae11/-286Wx359H-464275513-beige-MODEL.jpg,Women,"2,599",100,Woven Silk Traditional Saree
Floral Woven Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220523/RDdM/628b5ab1aeb26921afc5ed0a/-286Wx359H-464275643-beige-MODEL.jpg,Women,"2,599",100,Floral Woven Traditional Saree
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/QWVg/6296861df997dd03e2534a40/-286Wx359H-464416283-maroon-MODEL.jpg,Women,"2,129",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/WPKD/62968132f997dd03e252ad16/-286Wx359H-464416184-pink-MODEL.jpg,Women,"2,129",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/FKeZ/629685bff997dd03e2533efd/-286Wx359H-464416238-navy-MODEL.jpg,Women,"2,129",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/Prum/62968292f997dd03e252db70/-286Wx359H-464416190-grey-MODEL.jpg,Women,"2,629",100,Saree with Floral Woven Motifs
Striped Saree with Zari Border,https://assets.ajio.com/medias/sys_master/root/20220601/OF0f/6296852baeb26921afff9a6e/-286Wx359H-464416240-blue-MODEL.jpg,Women,"2,849",100,Striped Saree with Zari Border
Saree with Geometric Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/tC4v/629685e9f997dd03e253438b/-286Wx359H-464416176-cream-MODEL.jpg,Women,"3,199",100,Saree with Geometric Woven Motifs
Floral Embroidered Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20220601/ExQd/6296851eaeb26921afff98ed/-286Wx359H-464416455-yellow-MODEL.jpg,Women,"3,549",100,Floral Embroidered Traditional Saree
Floral Print Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220601/GWpK/62968540f997dd03e253307c/-286Wx359H-464416628-beige-MODEL.jpg,Women,"2,779",100,Floral Print Saree with Blouse Piece
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/eT6F/62968178f997dd03e252b6b7/-286Wx359H-464416148-yellow-MODEL.jpg,Women,"3,199",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/Kgmm/6296838daeb26921afff69fa/-286Wx359H-464416189-purple-MODEL.jpg,Women,"2,629",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/kyl3/62968769f997dd03e2536e53/-286Wx359H-464416263-green-MODEL.jpg,Women,"2,129",100,Saree with Floral Woven Motifs
Saree with Floral Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/pefh/629684afaeb26921afff8bff/-286Wx359H-464416317-green-MODEL.jpg,Women,"2,629",100,Saree with Floral Woven Motifs
Embellished A-line Dress,https://assets.ajio.com/medias/sys_master/root/20220530/AMhL/6294d592f997dd03e246d9cb/-286Wx359H-464401122-yellow-MODEL.jpg,Women,"2,379",100,Embellished A-line Dress
Embellished  A-line Dress,https://assets.ajio.com/medias/sys_master/root/20220530/FgJF/6294d58caeb26921aff43ea6/-286Wx359H-464401120-maroon-MODEL.jpg,Women,"2,379",100,Embellished  A-line Dress
Polka-Dot Print Back-Open Blouse,https://assets.ajio.com/medias/sys_master/root/20220409/sPm0/6250a177f997dd03e251a862/-286Wx359H-464149757-orange-MODEL.jpg,Women,"1,479",100,Polka-Dot Print Back-Open Blouse
Embellished Round-Neck Back-Open Blouse,https://assets.ajio.com/medias/sys_master/root/20220409/F1wa/6250a0a6f997dd03e251994d/-286Wx359H-464150580-purple-MODEL.jpg,Women,"1,679",100,Embellished Round-Neck Back-Open Blouse
Embellished Round-Neck Back-Open Blouse,https://assets.ajio.com/medias/sys_master/root/20220409/K385/6250a133f997dd03e251a2d8/-286Wx359H-464150580-gold-MODEL.jpg,Women,"1,679",100,Embellished Round-Neck Back-Open Blouse
Heart Print T-shirt & Pyjama  Set,https://assets.ajio.com/medias/sys_master/root/20220330/UoTT/62449791f997dd03e23dcefe/-286Wx359H-464096217-red-MODEL.jpg,Women,"3,499",100,Heart Print T-shirt & Pyjama  Set
Lace Hipsters with Elasticated Waistband,https://assets.ajio.com/medias/sys_master/root/20220128/02K6/61f3aa05aeb2695cdd380434/-286Wx359H-463194840-blue-MODEL.jpg,Women,499,100,Lace Hipsters with Elasticated Waistband
Mimosa Women's Kanjivaram Art Silk Saree With Unstiched Brocade Blouse  (5567-617-2D-ST-WT ) Saree,https://assets.ajio.com/medias/sys_master/root/20220429/m8fV/626bccafaeb26921af4aa714/-286Wx359H-464256708-pink-MODEL.jpg,Women,"6,299",100,Mimosa Women's Kanjivaram Art Silk Saree With Unstiched Brocade Blouse  (5567-617-2D-ST-WT ) Saree
Round-Neck Blouse with Pintucks,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5efc4466481085a2e2691465/-286Wx359H-460628341-purple-MODEL.jpg,Women,"2,499",100,Round-Neck Blouse with Pintucks
Printed Straight Kurta with Palazzos,https://assets.ajio.com/medias/sys_master/root/20220521/w5pD/62885db5f997dd03e2016939/-286Wx359H-441140961-ltaqua-MODEL.jpg,Women,"1,499",100,Printed Straight Kurta with Palazzos
Paisley Print Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220528/eF4w/6291bf34aeb26921aff09e53/-286Wx359H-441145454-peach-MODEL.jpg,Women,599,100,Paisley Print Round-Neck Straight Kurta
Printed Straight Kurta with Embroidered Yoke,https://assets.ajio.com/medias/sys_master/root/20220504/3cHm/62718087f997dd03e2925b28/-286Wx359H-441144420-coral-MODEL.jpg,Women,699,100,Printed Straight Kurta with Embroidered Yoke
Lightly Washed Skinny Fit Jeans,https://assets.ajio.com/medias/sys_master/root/20220531/ENZt/6295818ef997dd03e24d83da/-286Wx359H-441130068-mediumblue-MODEL.jpg,Women,"1,299",100,Lightly Washed Skinny Fit Jeans
Cotton Round-Neck Top,https://assets.ajio.com/medias/sys_master/root/20220108/5zOk/61d8ad0df997dd6623165e96/-286Wx359H-463624974-purple-MODEL.jpg,Women,299,100,Cotton Round-Neck Top
Striped Sleeveless Top,https://assets.ajio.com/medias/sys_master/root/20220523/3Eoy/628b47eaf997dd03e211be72/-286Wx359H-463943355-maroon-MODEL.jpg,Women,599,100,Striped Sleeveless Top
Printed Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220407/se3V/624dfc1af997dd03e24ca19a/-286Wx359H-464135832-cream-MODEL.jpg,Women,799,100,Printed Crew-Neck T-shirt
Embroidered Under-Wired T-shirt Bra,https://assets.ajio.com/medias/sys_master/root/20220602/gLOI/6297cfcaaeb26921af06253f/-286Wx359H-464422382-black-MODEL.jpg,Women,"2,499",100,Embroidered Under-Wired T-shirt Bra
Lace Under-Wired T-shirt Bra,https://assets.ajio.com/medias/sys_master/root/20220602/6Z22/6297d015aeb26921af062e1c/-286Wx359H-464422351-black-MODEL.jpg,Women,"1,699",100,Lace Under-Wired T-shirt Bra
Pack of 2 Hipsters,https://assets.ajio.com/medias/sys_master/root/20220602/NmOA/6297d24bf997dd03e25ae5e3/-286Wx359H-464423698-beige-MODEL.jpg,Women,"1,299",100,Pack of 2 Hipsters
Linen Top with Embroidery,https://assets.ajio.com/medias/sys_master/root/20220602/O1WD/6297cc9baeb26921af05b8c8/-286Wx359H-464424554-black-MODEL.jpg,Women,"3,999",100,Linen Top with Embroidery
Pack of 5 Brazillian Panties,https://assets.ajio.com/medias/sys_master/root/20220602/74YO/6297d252aeb26921af0678d3/-286Wx359H-464423317-multi-MODEL.jpg,Women,"1,499",100,Pack of 5 Brazillian Panties
Lace Brazillian Panties,https://assets.ajio.com/medias/sys_master/root/20220602/f4Aj/6297d1e5f997dd03e25ad930/-286Wx359H-464423513-purple-MODEL.jpg,Women,799,100,Lace Brazillian Panties
Pack of 5 Printed Bikinis,https://assets.ajio.com/medias/sys_master/root/20220602/d1m6/6297d502f997dd03e25b2868/-286Wx359H-464423464-blue-MODEL.jpg,Women,999,100,Pack of 5 Printed Bikinis
Striped V-neck Pullover,https://assets.ajio.com/medias/sys_master/root/20220526/ldZ1/628e95ceaeb26921afd9367c/-286Wx359H-464384860-black-MODEL.jpg,Women,"1,499",100,Striped V-neck Pullover
Shirt & Pyjama Set,https://assets.ajio.com/medias/sys_master/root/20220602/xBv8/6297d31ff997dd03e25aff6b/-286Wx359H-464424625-yellow-MODEL.jpg,Women,"3,499",100,Shirt & Pyjama Set
Graphic Print Nightshirt,https://assets.ajio.com/medias/sys_master/root/20220602/LBSK/6297cca8f997dd03e25a2579/-286Wx359H-464424693-cream-MODEL.jpg,Women,"2,499",100,Graphic Print Nightshirt
Solid Tapered Fit Cargo Pants,https://assets.ajio.com/medias/sys_master/root/20220409/2Qcm/6250a55faeb26921af152b32/-286Wx359H-464099505-khaki-MODEL.jpg,Women,"2,999",100,Solid Tapered Fit Cargo Pants
Embroidered Under-Wired T-shirt Bra,https://assets.ajio.com/medias/sys_master/root/20220602/f7jd/6297cf0df997dd03e25a789b/-286Wx359H-464422288-orange-MODEL.jpg,Women,"2,499",100,Embroidered Under-Wired T-shirt Bra
Pack of 2 Hipsters,https://assets.ajio.com/medias/sys_master/root/20220602/82UJ/6297d27ff997dd03e25aeb83/-286Wx359H-464423575-beige-MODEL.jpg,Women,"1,299",100,Pack of 2 Hipsters
Zip-Front Hoodie with Split Kangaroo Pockets,https://assets.ajio.com/medias/sys_master/root/20220527/gghn/628fed5cf997dd03e23550f5/-286Wx359H-464393609-burgundy-MODEL.jpg,Women,"2,999",100,Zip-Front Hoodie with Split Kangaroo Pockets
Graphic Print T-Shirt & Shorts Set,https://assets.ajio.com/medias/sys_master/root/20220602/s0ub/6297d521f997dd03e25b2c54/-286Wx359H-464424567-pink-MODEL.jpg,Women,"1,499",100,Graphic Print T-Shirt & Shorts Set
